Read 1000 bodies from file dataset_2d/bodies_2d_1000.csv
Using 4 MPI processes
Using Euler integration method

Initial state:
ID	Mass		Pos_X		Pos_Y		Vel_X		Vel_Y
43	15.96		-41.82		61.37		-7.13		-1.41
44	8.55		81.82		32.33		2.20		1.85
45	66.09		-37.97		67.17		-8.97		-5.84
46	45.07		86.31		-58.91		-9.35		-6.91
47	82.90		-13.04		-45.79		-3.57		2.23
48	24.78		71.22		44.92		6.22		-8.75
49	11.33		64.45		43.29		-1.42		7.46
50	95.33		75.91		-60.64		-5.86		7.35
51	45.29		-79.37		-22.32		-9.81		-6.12
52	20.26		-75.33		85.59		8.12		7.04
53	13.90		0.60		-3.13		-6.48		6.76
54	18.26		68.49		-55.79		9.16		8.87
55	19.89		-66.86		-45.28		-4.25		4.39
56	9.73		-94.94		-61.55		4.51		-7.03
57	3.00		-2.35		1.37		-1.20		7.43
58	28.37		-75.27		-59.26		6.28		-9.13
59	51.80		-24.18		2.11		1.12		-6.95
60	53.14		35.96		-43.25		-3.17		6.77
61	72.25		-27.62		17.57		-7.64		5.72
62	34.16		94.07		69.42		3.28		7.40
63	99.02		-31.62		71.21		-3.25		8.70
64	11.93		89.63		-32.77		-9.42		0.42
65	78.32		77.18		69.83		9.90		6.40
66	28.61		28.17		-42.56		4.79		8.59
67	38.78		-30.32		-79.42		2.13		1.46
68	55.85		-52.75		96.01		-4.93		5.13
69	51.60		29.07		73.36		-10.00		6.94
70	9.19		-79.79		95.47		-9.99		-4.34
71	24.55		-33.87		-25.39		7.52		-5.98
72	77.86		-16.35		59.38		-9.01		-0.43
73	54.20		74.37		92.40		9.62		4.63
74	7.39		-62.91		71.05		-1.22		2.74
75	44.11		-65.62		-37.25		9.14		0.47
76	8.83		-53.11		8.95		3.83		7.55
77	92.36		55.41		-14.74		7.95		7.86
78	46.15		-75.01		-45.17		2.92		7.07
79	51.87		86.13		-47.05		-4.47		4.80
80	4.85		34.47		92.62		-4.05		2.25
81	13.48		44.83		16.13		9.34		-3.42
82	3.97		-11.30		-77.34		-2.45		7.32
83	81.46		-0.48		-5.43		-2.54		-2.52
84	10.50		-35.98		-12.02		-2.15		-4.61
85	64.44		20.18		-15.33		-7.40		2.67
86	22.69		-23.89		-30.45		-1.88		-7.63
87	88.90		-46.42		-36.36		1.73		6.68
88	99.92		32.46		-16.34		6.32		6.69
89	16.92		-80.25		14.33		1.13		-6.31
90	49.89		-84.88		73.67		1.65		4.61
91	56.71		-9.47		52.78		-6.40		-8.37
92	76.04		-95.42		69.29		3.67		1.66
93	29.75		-9.36		-52.62		4.48		-9.09
94	98.14		38.78		-29.86		4.70		8.19
95	56.14		1.61		-74.66		1.70		2.72
96	5.86		99.42		-40.70		-0.45		-9.54
97	82.83		-38.29		42.99		-5.02		9.45
98	88.30		52.46		7.37		-4.40		4.98
99	86.54		-68.22		89.25		-8.67		8.56
100	72.71		90.98		-82.99		-9.72		0.57
101	79.93		16.96		-32.60		-2.83		-3.81
102	29.40		42.29		-73.58		4.94		3.52
103	49.36		60.83		40.18		2.60		-7.52
104	46.98		40.79		-79.52		7.98		3.37
105	16.11		-28.09		-59.59		-8.57		-7.45
106	4.33		-68.75		-98.03		1.30		-9.61
107	50.61		-93.10		-85.81		-2.00		2.27
108	34.00		76.82		69.76		-8.74		-8.60
109	83.15		34.62		-75.21		-4.89		-6.19
110	73.42		43.06		-51.01		2.25		4.23
111	66.10		30.93		-29.63		-4.03		1.20
112	10.93		78.55		-42.57		0.85		-5.86
113	62.79		2.85		-37.74		-3.06		5.72
114	97.38		30.32		35.32		-0.96		-9.69
115	19.43		-3.63		-69.51		4.34		-3.93
116	36.51		-23.94		-55.10		-6.73		1.10
117	61.19		-79.25		-42.22		4.81		6.83
118	13.97		-70.32		-39.35		6.38		-6.67
119	17.71		-91.82		90.93		-8.66		-1.66
120	91.41		-52.07		17.54		6.35		-2.35
121	42.07		-44.68		69.64		-5.19		-8.36
122	88.97		31.45		16.02		8.98		-6.98
123	28.87		-93.50		-11.48		-5.07		5.04
124	51.53		-53.74		78.91		3.74		0.80
125	49.43		-19.35		-57.95		-2.11		5.50
126	57.16		70.08		-86.71		-1.97		0.86
127	16.29		63.89		7.64		-2.90		-1.86
128	80.79		-93.35		83.24		-9.90		5.93
129	46.17		54.43		-65.32		-6.24		0.16
130	52.77		90.76		-70.32		-0.80		-0.95
131	68.21		-6.40		-71.19		6.08		4.08
132	48.84		-18.96		-18.92		3.32		-1.22
133	13.91		63.30		32.54		-1.03		3.33
134	74.45		19.24		-66.37		6.65		4.62
135	52.14		55.84		-25.21		8.22		-2.74
136	82.21		-75.30		46.91		8.58		5.13
137	15.70		-75.33		-36.57		2.20		-9.78
138	65.18		95.35		-93.85		-7.19		-8.06
139	10.24		-40.41		97.17		-8.21		3.42
140	95.98		-26.52		-71.34		6.41		6.99
141	99.98		-78.37		-53.24		2.28		-0.25
142	75.57		83.41		93.27		-7.97		-3.40
143	39.87		-21.42		28.54		6.76		-9.55
144	39.52		91.05		-28.14		-8.14		-1.59
145	52.46		79.73		-94.09		-6.36		6.05
146	47.12		-9.70		-49.11		4.29		-9.59
147	11.06		80.06		35.35		8.45		-8.32
148	78.41		-13.46		15.85		4.94		-7.91
149	94.34		-86.74		83.44		3.86		-1.77
150	49.59		-95.92		16.98		7.52		4.84
151	90.77		80.99		-1.23		6.60		5.65
152	66.40		53.85		99.53		-6.26		-9.04
153	82.82		-31.27		70.70		-0.75		1.10
154	3.41		-74.04		25.33		1.32		0.18
155	51.13		26.75		6.08		7.49		-0.86
156	61.68		23.05		-73.46		-3.29		-1.42
157	78.21		29.86		16.74		9.81		-0.21
158	10.54		-58.40		8.71		-5.31		5.21
159	75.41		-57.84		66.85		-8.32		1.86
160	64.29		36.46		-19.12		-9.94		-0.78
161	1.91		1.86		4.12		-5.35		-8.57
162	5.75		-52.93		53.11		-4.33		-7.97
163	35.01		94.52		-51.03		8.37		-6.80
164	52.14		-30.56		33.36		7.58		9.75
165	34.86		-62.50		-60.65		5.64		-0.72
166	67.75		-82.11		-32.41		-1.23		-4.56
167	41.49		-73.01		-16.81		-3.05		4.91
168	45.76		-77.29		0.88		1.33		6.47
169	84.58		44.95		74.89		4.53		-1.36
170	26.99		98.50		-74.74		-1.54		-5.67
171	86.91		-17.40		51.99		-1.33		9.30
172	20.39		84.71		-90.55		-0.93		-2.45
173	94.18		10.31		84.44		-8.03		8.66
174	2.83		-42.13		44.02		-1.15		5.92
175	35.55		-73.82		76.09		-6.12		8.59
176	95.52		-69.64		-51.67		2.28		0.25
177	73.28		-65.89		76.67		-2.96		3.87
178	41.96		38.12		-74.58		1.94		-0.61
179	14.24		-37.08		-4.32		-8.62		-3.88
180	29.18		13.81		-58.09		-4.56		8.48
181	37.08		19.87		-38.82		8.36		-0.20
182	13.01		18.87		62.48		-7.36		-5.35
183	67.56		58.10		70.07		-2.48		2.48
184	86.03		17.10		-1.04		4.63		-0.07
185	90.78		3.88		28.31		-4.94		2.08
186	4.74		-3.12		-33.98		7.84		-6.67
187	98.80		-69.37		15.01		-0.53		1.80
188	22.27		-50.66		1.55		6.35		9.64
189	34.15		-92.65		-89.53		-2.40		-6.69
190	59.44		-21.47		49.43		-5.82		-4.12
191	94.01		-21.41		52.01		7.14		-8.64
192	91.46		93.34		-29.78		8.42		8.20
193	35.75		55.25		77.71		-3.81		-5.34
194	30.27		62.29		-60.57		-6.34		4.51
195	3.76		-47.68		6.56		0.61		-0.87
196	59.47		-87.61		-99.12		-4.76		-0.87
197	90.34		-50.73		-63.75		3.54		-1.87
198	8.85		-86.59		-53.73		-5.41		-8.18
199	52.47		48.16		39.95		-4.40		-3.28
200	32.20		-31.84		11.98		1.74		3.98
201	17.36		73.83		25.51		1.19		6.11
202	55.35		80.31		56.97		7.91		4.32
203	45.18		-72.31		64.61		-0.48		-5.60
204	85.53		-6.40		-87.55		4.45		-3.71
205	26.53		-57.52		-42.69		-9.59		-1.79
206	1.16		31.24		80.33		6.23		-1.16
207	79.08		-98.28		76.27		-1.05		7.74
208	18.27		26.92		84.48		-4.05		-5.63
209	70.00		-79.97		20.08		-5.91		-2.76
210	20.35		-37.61		57.64		-0.75		8.31
211	78.68		-9.51		42.70		2.47		-6.32
212	22.14		-48.14		-33.67		5.62		7.08
213	3.24		-29.62		-45.68		-3.83		-7.76
214	67.75		87.22		65.21		6.23		9.42
215	77.75		-78.83		45.60		-0.73		-6.06
216	78.81		43.32		-17.15		4.37		-0.11
217	49.10		14.77		-13.00		0.23		0.84
218	53.87		26.48		-66.58		0.15		5.04
219	50.33		53.23		68.58		9.90		8.83
220	10.46		23.79		-2.31		8.11		3.76
221	80.59		14.31		21.75		-4.70		-8.33
222	13.48		-39.97		25.33		-3.15		2.63
223	42.55		50.32		49.79		-7.96		-0.01
224	57.91		-76.15		-12.89		0.63		7.65
225	24.66		64.98		-29.14		9.89		-2.34
226	52.89		-3.94		52.15		6.79		7.70
227	89.98		-88.38		-83.75		1.25		-2.78
228	68.60		68.82		6.33		-7.41		-7.61
229	29.87		-20.24		-9.23		2.66		-3.37
230	19.46		-43.83		37.26		-1.99		-6.70
231	36.94		38.22		55.73		-3.93		3.50
232	90.17		6.18		41.95		4.41		0.69
233	54.94		45.77		32.16		6.83		-6.34
234	86.68		-10.98		-92.42		2.50		3.84
235	88.48		-81.75		5.71		1.97		7.20
236	42.85		-80.30		88.03		-2.08		6.14
237	43.86		71.28		89.69		-0.52		-1.26
238	32.41		-96.55		-88.90		0.87		-9.02
239	77.97		-89.58		-45.49		2.24		-0.36
240	26.54		-47.03		-31.53		9.18		-1.05
241	17.55		-77.25		81.30		-3.65		9.08
242	22.24		15.61		77.38		1.47		-5.65
243	48.27		-83.81		49.26		-4.33		-7.10
244	55.14		38.26		-18.80		3.95		7.53
245	70.04		18.33		-39.02		2.57		2.96
246	38.26		30.02		-32.67		7.67		-9.91
247	43.72		10.44		-53.82		-2.05		6.18
248	49.22		3.38		-90.37		6.32		7.06
249	69.19		82.14		42.68		3.83		-6.10
250	93.27		42.38		74.80		6.05		-7.14
251	39.63		-99.10		-34.73		-2.29		-5.52
252	88.88		-50.48		71.27		5.48		4.55
253	95.71		-62.01		28.48		6.89		7.25
254	36.92		0.24		-31.52		-6.92		6.20
255	54.96		-38.54		-22.48		9.86		-6.62
256	38.85		11.52		16.65		-4.48		-9.03
257	98.49		35.28		76.23		-1.84		6.50
258	34.03		-35.44		90.01		-2.57		-8.99
259	63.41		75.81		34.99		7.19		-4.92
260	8.07		-39.93		47.60		-0.20		7.61
261	1.85		75.76		-1.98		-6.78		0.37
262	84.35		47.74		34.45		-1.09		-8.20
263	39.51		8.27		-89.95		9.37		-1.15
264	75.37		25.18		-78.93		9.60		-0.76
265	32.99		-3.17		62.54		9.66		6.16
266	25.71		37.75		95.40		-8.59		-5.60
267	26.73		-64.96		64.97		-8.22		1.00
268	85.65		-16.83		58.57		1.28		8.95
269	66.69		37.33		38.35		-8.83		4.79
270	99.83		-28.07		-78.89		3.68		7.51
271	21.51		-39.14		7.26		2.89		6.82
272	70.18		-65.78		-96.02		-6.70		0.98
273	5.93		-17.96		94.95		1.88		8.16
274	97.38		63.93		55.02		4.37		0.12
275	17.16		-4.31		73.15		9.23		-7.74
276	18.29		39.39		-54.54		-2.49		-1.86
277	25.34		-34.29		-66.95		-4.75		-9.40
278	39.76		-12.13		-96.44		-4.37		7.18
279	90.59		14.01		94.95		-6.16		2.77
280	60.25		25.41		77.67		8.19		-3.60
281	87.92		90.57		16.88		1.73		0.80
282	78.51		17.65		21.40		2.69		1.64
283	75.86		-49.02		20.26		-2.75		4.62
284	51.71		-6.60		76.41		8.94		-4.41
285	14.73		11.41		-16.97		8.82		-1.30
286	46.10		24.84		65.41		-4.79		1.68
287	4.07		-74.28		60.25		6.93		-4.88
288	19.34		-13.72		-32.76		9.40		-5.62
289	59.11		55.17		53.77		6.04		-5.03
290	18.46		-80.05		-6.14		-4.00		7.13
291	1.12		-92.47		91.79		-6.46		1.75
292	12.90		-64.45		-79.18		1.03		8.22
293	80.42		34.39		14.73		-8.93		9.90
294	7.80		50.84		92.72		6.24		-3.11
295	90.99		-26.07		27.63		5.77		2.09
296	4.46		85.59		-43.12		-7.96		-6.66
297	78.43		-47.52		-56.77		0.36		1.80
298	36.13		-83.34		-33.80		-8.85		-0.10
299	32.17		-24.38		0.87		-8.39		7.74
300	63.42		-5.50		-66.05		-9.90		-0.85
301	46.93		-75.32		7.20		-8.91		3.23
302	69.63		28.87		31.14		7.84		-3.45
303	88.55		1.61		40.81		1.60		-7.34
304	94.83		83.26		-23.99		-6.77		-2.14
305	37.50		-65.31		93.42		5.91		-8.73
306	91.53		6.95		-63.51		-4.43		2.73
307	80.85		98.03		77.52		-0.19		-5.99
308	8.96		89.66		-17.95		-8.27		1.29
309	54.13		-57.00		-87.75		-5.35		-2.91
310	90.79		56.72		1.13		-8.37		5.09
311	1.47		7.40		-92.89		-3.44		-8.01
312	51.38		-77.97		19.19		3.87		-9.63
313	41.85		-6.66		26.59		0.32		-2.61
314	97.16		5.31		-49.34		5.41		-1.67
315	9.91		-80.59		48.36		2.69		1.50
316	83.18		97.07		-54.23		1.18		-9.53
317	11.96		7.91		-43.24		5.74		4.28
318	13.97		-73.06		-92.47		3.05		0.98
319	1.41		-41.77		-1.91		-4.54		4.48
320	14.75		-88.83		-85.61		3.59		-2.28
321	94.58		-81.39		-82.37		-7.72		1.72
322	83.97		91.13		-49.44		2.79		9.46
323	9.74		58.66		-90.71		-0.37		1.47
324	47.61		-1.12		-88.32		-1.11		-1.84
325	82.45		-85.47		-33.91		1.87		0.60
326	47.65		-98.52		-28.32		2.67		-2.35
327	2.99		-74.31		26.18		3.64		-9.60
328	48.06		58.49		-9.56		-4.34		0.54
329	80.26		-83.36		29.12		0.33		2.37
330	72.51		-66.87		-45.82		9.32		0.63
331	77.61		-25.53		95.98		0.66		6.12
332	60.65		-94.66		52.72		9.50		0.57
333	93.88		-89.02		-6.63		-6.85		-0.85
334	68.01		-74.02		74.48		8.63		9.87
335	41.96		-99.50		24.59		4.31		-4.33
336	72.41		52.04		-11.83		0.88		8.11
337	64.41		88.56		87.58		-2.57		3.77
338	33.58		78.46		-3.75		2.76		7.16
339	89.30		80.33		58.49		5.37		4.13
340	39.64		-68.60		17.43		-3.07		5.99
341	49.53		5.40		78.91		9.48		-9.05
342	83.37		68.71		38.42		5.70		-5.00
343	40.25		49.70		90.04		-2.77		2.41
344	3.71		61.71		48.89		1.60		3.24
345	51.54		18.39		41.21		-0.42		-6.44
346	4.90		77.74		-72.25		-1.73		3.98
347	19.55		-5.91		40.05		-9.46		-6.04
348	93.77		35.89		27.92		-5.41		4.14
349	90.11		-89.53		-53.10		7.16		7.91
350	87.64		-98.01		40.49		-0.58		-0.20
351	80.38		55.26		-59.87		-4.50		-4.59
352	42.77		10.01		15.18		8.05		4.44
353	12.24		-7.72		-18.54		-0.90		-5.02
354	46.18		74.73		-93.03		4.58		-4.59
355	74.92		9.68		51.25		-8.78		1.63
356	89.23		-81.94		-36.98		5.53		-7.85
357	97.69		26.78		55.68		5.58		-7.06
358	66.72		-67.35		69.20		3.72		-2.22
359	75.10		-13.48		62.17		-2.38		0.42
360	95.64		73.03		-99.69		-5.34		0.02
361	45.83		71.04		-80.26		-0.28		7.65
362	85.79		-26.44		96.98		8.35		2.99
363	28.69		43.95		36.48		4.52		-1.20
364	83.07		28.29		-90.70		-3.22		4.46
365	73.70		21.81		-29.58		6.37		2.13
366	59.19		65.19		-14.55		-6.07		-3.61
367	83.29		-29.56		-51.65		-4.36		5.97
368	20.82		29.85		84.54		-4.39		-7.66
369	82.95		84.72		46.57		6.75		-1.72
370	45.04		-10.05		73.92		5.49		-5.29
371	99.00		21.12		84.24		9.91		-8.71
372	59.49		61.04		-91.02		-5.01		-0.97
373	88.37		-12.47		71.58		-3.39		7.25
374	25.72		-16.77		65.60		2.21		8.72
375	99.98		98.84		30.98		2.83		2.07
376	90.95		-66.07		77.75		1.55		-3.19
377	61.58		-23.96		99.87		-3.41		5.51
378	89.86		-93.32		-78.14		1.38		-8.31
379	22.63		33.56		93.12		8.82		-7.01
380	26.91		-85.55		-78.86		1.28		-7.76
381	43.01		27.95		-40.21		7.22		0.24
382	82.34		96.26		-85.97		-9.32		1.56
383	48.41		-17.24		-70.53		9.19		5.40
384	49.39		13.49		-54.49		3.95		7.69
385	63.71		11.06		74.72		-2.63		-7.83
386	55.07		-64.34		21.48		-1.33		1.35
387	55.02		-40.07		-38.49		1.69		1.00
388	98.01		69.83		5.21		-4.55		5.04
389	46.15		-2.28		86.84		7.25		2.99
390	2.94		-47.23		-74.44		-3.45		-8.26
391	40.29		-81.90		-90.98		-1.32		1.47
392	53.00		-72.72		62.54		3.42		-4.83
393	24.97		-2.12		74.67		0.26		6.76
394	67.15		-44.63		95.33		9.73		4.06
395	37.95		7.27		17.16		6.88		-5.27
396	76.93		-41.19		-28.00		-8.47		-7.54
397	51.81		58.71		-79.55		-1.49		7.00
398	4.43		76.03		83.09		3.45		-7.81
399	78.57		-7.95		89.74		9.10		5.33
400	98.70		-44.71		37.98		8.90		-0.54
401	73.33		-89.72		45.22		3.05		-1.60
402	17.13		72.82		71.39		-4.06		7.77
403	63.67		21.53		-43.18		1.94		2.63
404	91.04		-96.39		-87.66		-2.70		-6.77
405	85.87		-57.89		2.21		9.63		6.58
406	32.93		-85.58		-7.11		-3.41		6.27
407	89.48		43.77		26.85		9.52		-8.27
408	67.13		56.14		-68.30		5.09		-3.24
409	52.73		-45.69		52.79		1.16		-0.03
410	93.57		-77.45		97.72		-2.91		5.09
411	75.20		90.63		-10.69		4.95		-9.15
412	46.01		-48.06		-44.40		-1.96		1.79
413	51.69		88.72		-81.87		6.83		3.26
414	7.60		-9.33		37.05		-4.55		-8.25
415	12.25		85.54		44.12		-5.50		-8.06
416	29.98		19.35		51.13		-1.89		-9.50
417	64.08		87.06		-23.03		0.32		-1.79
418	75.87		-7.89		-92.35		-1.86		4.47
419	70.48		-17.56		-58.12		-6.79		6.10
420	10.61		-57.72		-53.16		6.15		-2.34
421	25.07		-27.78		50.84		-4.64		-3.23
422	80.80		-72.19		74.81		1.52		-6.68
423	28.05		15.04		14.06		9.25		9.50
424	80.57		-24.99		98.97		9.36		1.62
425	32.66		26.49		-52.37		-2.64		9.45
426	7.06		74.70		-93.30		9.12		2.50
427	66.70		82.34		-81.88		-1.77		8.70
428	90.75		-78.18		55.04		-4.53		9.94
429	70.05		49.79		-45.08		0.56		8.60
430	10.80		71.28		-27.58		-5.42		9.05
431	85.03		-89.78		98.58		-4.34		-2.95
432	99.64		-74.54		38.19		7.47		-8.78
433	33.09		86.11		-19.81		6.70		7.40
434	73.01		-44.79		-19.33		9.60		7.76
435	94.21		45.45		52.65		-2.50		5.27
436	87.29		-65.07		-63.08		-9.43		-3.04
437	74.11		-80.20		-7.36		9.03		-5.54
438	21.04		16.46		10.53		-8.98		2.33
439	66.99		-64.87		1.98		-6.45		-9.04
440	75.37		-58.18		54.85		3.13		-1.46
441	36.72		39.06		63.76		1.10		5.75
442	57.19		30.09		26.83		-7.33		2.69
443	8.60		-65.63		21.87		5.46		-3.74
444	23.39		-26.85		-54.06		-6.75		-3.68
445	25.69		79.78		88.19		-0.58		6.29
446	87.79		42.79		-60.87		5.13		-0.56
447	81.69		-97.68		61.76		4.56		5.07
448	40.28		-36.78		-71.94		-8.17		6.84
449	80.55		-51.61		56.02		-5.77		3.06
450	2.79		0.64		-15.67		-6.30		-0.92
451	12.80		37.37		49.02		-2.29		-7.81
452	5.28		-51.96		-37.94		4.44		2.12
453	75.88		-14.84		-36.47		5.12		6.19
454	60.50		38.37		-31.06		-9.48		-3.00
455	38.97		56.71		92.41		-3.23		5.41
456	79.86		-94.44		-1.30		7.10		6.76
457	40.91		-38.69		15.36		1.44		3.42
458	85.51		82.76		-71.58		-8.64		-1.08
459	95.73		69.09		16.26		-1.20		-8.94
460	98.85		70.24		-31.70		-0.80		9.50
461	83.17		-84.14		-28.91		-1.61		-6.40
462	45.33		-47.57		-64.20		9.10		6.16
463	29.75		-89.08		-22.22		-8.35		-5.76
464	44.20		-99.30		-18.32		4.31		-8.37
465	58.05		79.46		-40.24		-6.98		-6.28
466	44.24		23.30		73.60		-1.37		9.73
467	53.42		69.81		30.16		4.72		-6.93
468	9.82		-73.23		78.92		5.57		4.01
469	1.80		82.76		-28.55		-7.10		-7.69
470	5.58		-65.91		-64.29		2.79		-2.92
471	52.59		45.72		-15.56		4.12		4.33
472	97.62		18.27		-41.83		2.86		3.46
473	63.66		-71.76		-41.20		-3.47		7.00
474	55.87		86.77		64.25		2.99		-2.49
475	41.23		34.69		77.43		-2.58		-1.50
476	48.49		7.55		-82.34		-5.77		-5.27
477	86.52		-28.94		-6.90		-8.49		3.47
478	71.36		-47.35		-97.72		-8.67		9.40
479	78.93		-86.13		-57.11		-3.69		-7.69
480	65.71		90.01		49.49		-2.38		6.93
481	61.32		34.59		-54.35		-5.61		-2.28
482	49.52		-79.88		82.27		-7.19		6.90
483	50.63		-39.10		35.93		-3.11		3.64
484	88.22		-64.45		1.73		0.96		3.38
485	13.06		-65.86		46.13		-5.52		3.57
486	88.05		42.26		-66.96		8.15		9.96
487	30.14		28.06		-74.54		-4.74		-4.82
488	72.14		-91.10		18.98		-0.65		-1.31
489	40.37		34.47		-14.30		-0.93		9.48
490	57.58		83.32		-89.10		-3.59		4.23
491	94.40		42.10		-91.12		-1.32		7.26
492	4.99		-51.09		98.70		-7.62		0.36
493	23.33		5.14		68.23		2.81		0.81
494	14.19		-82.42		-40.70		-6.66		5.46
495	12.06		99.55		-6.87		6.19		-3.65
496	14.07		-26.68		-63.33		9.96		0.46
497	64.61		62.83		42.09		4.40		-1.08
498	73.12		-44.36		70.18		-4.56		-7.92
499	66.13		18.41		-64.12		5.39		-3.00
500	30.81		50.96		61.78		4.58		-3.84
501	40.86		-88.32		-98.95		8.23		5.62
502	25.67		8.62		-84.90		5.35		-2.83
503	4.72		55.78		-6.84		-0.84		3.79
504	78.22		-31.37		-78.16		-1.94		-4.09
505	26.37		70.51		14.05		5.78		8.07
506	87.21		13.87		-68.89		8.83		1.51
507	4.66		80.87		81.93		-9.50		6.45
508	28.30		-48.20		61.03		5.77		0.89
509	41.39		71.11		18.79		3.11		9.70
510	83.63		-99.98		99.78		-6.45		2.79
511	22.85		58.61		-10.93		9.55		-5.79
512	74.34		-7.85		14.68		6.69		-4.04
513	39.97		56.62		-88.32		9.03		-9.56
514	68.21		-85.69		-63.54		9.89		5.92
515	94.76		18.15		80.09		-5.47		-9.51
516	74.76		59.24		31.33		-9.60		-9.47
517	71.42		45.30		-70.46		-6.16		6.08
518	27.79		-70.56		29.52		-9.63		2.23
519	31.42		-27.75		-76.29		-7.39		-4.77
520	46.05		64.21		-83.27		5.72		0.72
521	94.56		-55.32		-46.63		3.66		-8.11
522	22.02		42.02		19.09		-7.90		-1.26
523	44.19		27.47		87.75		3.19		-1.89
524	76.38		-24.32		-33.14		-2.57		-4.07
525	27.46		88.83		63.01		-3.94		-3.75
526	22.91		51.53		-17.33		0.24		0.64
527	57.30		96.67		57.24		-6.91		2.15
528	25.04		-4.31		29.90		-3.83		-9.76
529	97.52		64.16		15.02		7.63		-9.60
530	85.85		27.31		93.52		1.94		8.09
531	66.88		71.52		10.19		-6.04		8.37
532	83.68		36.49		-45.76		-5.58		4.87
533	49.74		-97.25		63.15		-9.54		8.79
534	26.98		-6.46		-28.66		4.84		4.64
535	99.53		-16.37		-70.31		6.72		-3.86
536	59.16		66.99		48.60		-5.31		6.03
537	69.37		54.61		-57.58		2.26		0.66
538	54.80		12.72		19.11		-2.53		9.34
539	53.65		53.09		81.36		7.66		-6.76
540	59.79		-0.19		-60.04		1.42		-6.69
541	91.67		-12.95		-90.43		-6.07		-6.74
542	16.76		-7.39		35.05		6.11		-0.75
543	82.49		61.77		-72.21		0.51		7.56
544	96.59		5.66		66.26		-7.26		-4.36
545	44.27		-31.39		-19.37		-9.04		7.52
546	45.60		-79.98		-70.74		-8.37		-1.92
547	13.90		31.48		19.29		5.61		1.67
548	34.24		27.13		-14.72		7.63		0.80
549	21.05		-89.39		-42.88		5.85		-6.71
550	7.08		-76.04		66.43		-4.65		-1.09
551	5.33		-58.28		24.66		5.55		-6.01
552	13.08		4.62		26.55		7.04		-2.54
553	57.37		69.06		-46.84		8.91		7.76
554	90.88		87.42		68.02		-8.24		-6.28
555	28.58		-3.14		72.09		2.00		5.67
556	42.76		-29.58		-52.38		3.77		-6.12
557	79.57		84.27		-74.94		0.45		9.18
558	92.93		95.05		88.23		-0.05		6.54
559	50.61		81.74		39.50		8.08		9.00
560	26.50		8.63		22.76		-2.96		-5.33
561	9.21		32.86		61.52		-5.06		0.12
562	18.78		6.70		49.50		4.69		5.30
563	62.95		4.45		-55.20		9.31		-2.56
564	64.89		-95.57		-72.01		-2.09		-5.81
565	63.76		-25.92		-82.37		-5.76		0.06
566	10.07		80.74		55.31		4.15		-9.55
567	44.31		-64.07		26.28		-6.36		-0.30
568	75.24		-28.60		13.49		-7.49		2.35
569	85.42		6.40		-46.48		7.20		6.56
570	65.80		-59.88		63.87		-4.69		2.03
571	52.33		71.09		-55.42		4.16		7.02
572	22.24		18.60		-22.80		-8.87		-8.13
573	7.75		-36.26		-63.45		-7.18		-8.43
574	34.34		45.53		34.69		7.75		5.86
575	65.11		-64.25		-42.13		8.50		-2.23
